crime_id,date,year,month,day,day_of_week,time,hour,city,neighborhood,crime_type,severity,latitude,longitude,victim_age,victim_gender,arrested,domestic_violence,case_status,description,month_name,quarter,hour_category,season
CR000132,2023-01-13,2023,1,13,Friday,23:59,23,New York,New York - Neighborhood 6,Drug Offense,2,40.7888,-73.9128,,,False,False,Closed,Police responded to drug offense call,January,1,Evening,Winter
CR000133,2022-02-12,2022,2,12,Saturday,10:43,10,Los Angeles,Los Angeles - Neighborhood 4,Burglary,3,34.1428,-118.1651,,Female,True,False,Closed,Suspect involved in burglary incident,February,1,Morning,Winter
CR000134,2022-08-06,2022,8,6,Saturday,16:34,16,Philadelphia,Philadelphia - Neighborhood 1,Arson,4,39.9348,-75.1941,,,True,False,Pending,Report of arson at 16:34,August,3,Afternoon,Summer
CR000135,2020-02-02,2020,2,2,Sunday,08:04,8,Philadelphia,Philadelphia - Neighborhood 4,Vandalism,2,39.8702,-75.2633,,Female,False,False,Closed,Suspect involved in vandalism incident,February,1,Morning,Winter
CR000136,2022-10-28,2022,10,28,Friday,23:14,23,Phoenix,Phoenix - Neighborhood 7,Theft,2,33.5132,-112.0237,41.0,Male,False,False,Archived,Suspect involved in theft incident,October,4,Evening,Fall
CR000137,2023-04-26,2023,4,26,Wednesday,20:58,20,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,33.985,-118.2042,82.0,Unknown,False,True,Closed,Police responded to theft call,April,2,Evening,Spring
CR000138,2023-01-06,2023,1,6,Friday,12:54,12,New York,New York - Neighborhood 7,Theft,2,40.6551,-73.9385,,Female,True,False,Closed,Police responded to theft call,January,1,Afternoon,Winter
CR000139,2020-06-10,2020,6,10,Wednesday,21:54,21,New York,New York - Neighborhood 4,Assault,4,40.6842,-74.0029,77.0,Male,False,True,Open,Suspect involved in assault incident,June,2,Evening,Summer
CR000140,2020-02-01,2020,2,1,Saturday,07:12,7,Chicago,Chicago - Neighborhood 3,Assault,4,41.9724,-87.7065,77.0,Female,False,False,Archived,Victim reported assault,February,1,Morning,Winter
CR000141,2023-08-21,2023,8,21,Monday,10:16,10,Philadelphia,Philadelphia - Neighborhood 4,Burglary,3,39.9219,-75.0934,40.0,Female,False,False,Closed,Suspect involved in burglary incident,August,3,Morning,Summer
CR000142,2023-04-11,2023,4,11,Tuesday,15:26,15,Phoenix,Phoenix - Neighborhood 1,Assault,4,33.409,-112.1308,70.0,Unknown,True,False,Closed,Police responded to assault call,April,2,Afternoon,Spring
CR000143,2023-01-24,2023,1,24,Tuesday,13:58,13,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.1279,-118.1419,9.0,Unknown,False,False,Open,Police responded to theft call,January,1,Afternoon,Winter
CR000144,2020-11-05,2020,11,5,Thursday,00:32,0,New York,New York - Neighborhood 4,Theft,2,40.7012,-74.0979,84.0,Male,False,False,Closed,Report of theft at 00:32,November,4,Late Night,Fall
CR000145,2021-08-10,2021,8,10,Tuesday,00:52,0,New York,New York - Neighborhood 5,Vandalism,2,40.7496,-74.0239,67.0,,False,False,Open,Victim reported vandalism,August,3,Late Night,Summer
CR000146,2020-06-10,2020,6,10,Wednesday,10:25,10,Philadelphia,Philadelphia - Neighborhood 3,Fraud,2,39.9418,-75.2214,10.0,Unknown,False,False,Pending,Police responded to fraud call,June,2,Morning,Summer
CR000147,2023-07-28,2023,7,28,Friday,00:10,0,Los Angeles,Los Angeles - Neighborhood 5,Burglary,3,33.9665,-118.1709,12.0,Male,False,False,Closed,Police responded to burglary call,July,3,Late Night,Summer
CR000148,2021-07-28,2021,7,28,Wednesday,20:36,20,New York,New York - Neighborhood 2,Robbery,4,40.7416,-74.0741,18.0,Unknown,False,True,Pending,Victim reported robbery,July,3,Evening,Summer
CR000149,2022-03-07,2022,3,7,Monday,16:34,16,New York,New York - Neighborhood 4,Vandalism,2,40.6763,-73.9589,64.0,Female,True,False,Open,Suspect involved in vandalism incident,March,1,Afternoon,Spring
CR000150,2023-06-11,2023,6,11,Sunday,22:25,22,Philadelphia,Philadelphia - Neighborhood 3,Vandalism,2,40.0438,-75.2047,29.0,Female,False,False,Closed,Police responded to vandalism call,June,2,Evening,Summer
CR000151,2021-05-19,2021,5,19,Wednesday,17:05,17,New York,New York - Neighborhood 10,Assault,4,40.6636,-74.034,46.0,,False,False,Open,Police responded to assault call,May,2,Afternoon,Spring
CR000152,2020-06-27,2020,6,27,Saturday,07:28,7,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0614,-118.2375,76.0,Female,True,True,Pending,Victim reported theft,June,2,Morning,Summer
CR000153,2023-02-19,2023,2,19,Sunday,20:15,20,Los Angeles,Los Angeles - Neighborhood 1,Drug Offense,2,34.0644,-118.3061,63.0,,False,False,Open,Police responded to drug offense call,February,1,Evening,Winter
CR000154,2021-05-20,2021,5,20,Thursday,17:31,17,New York,New York - Neighborhood 2,Assault,4,40.7288,-74.0709,42.0,Female,True,False,Pending,Police responded to assault call,May,2,Afternoon,Spring
CR000155,2021-10-18,2021,10,18,Monday,15:44,15,Los Angeles,Los Angeles - Neighborhood 5,Theft,2,33.9902,-118.2772,88.0,Unknown,False,False,Pending,Police responded to theft call,October,4,Afternoon,Fall
CR000156,2023-02-28,2023,2,28,Tuesday,07:34,7,New York,New York - Neighborhood 7,Assault,4,40.646,-73.9565,26.0,Female,True,False,Pending,Police responded to assault call,February,1,Morning,Winter
CR000157,2021-05-10,2021,5,10,Monday,08:09,8,Houston,Houston - Neighborhood 3,Robbery,4,29.803,-95.3122,51.0,Unknown,True,False,Closed,Victim reported robbery,May,2,Morning,Spring
CR000158,2020-06-23,2020,6,23,Tuesday,05:15,5,Houston,Houston - Neighborhood 9,Vandalism,2,29.7915,-95.399,86.0,Female,False,True,Archived,Report of vandalism at 05:15,June,2,Late Night,Summer
CR000159,2022-11-28,2022,11,28,Monday,14:44,14,New York,New York - Neighborhood 5,Theft,2,40.725,-74.0208,64.0,,False,False,Archived,Report of theft at 14:44,November,4,Afternoon,Fall
CR000160,2020-10-17,2020,10,17,Saturday,09:21,9,New York,New York - Neighborhood 2,Theft,2,40.7011,-74.0686,89.0,Male,False,False,Closed,Report of theft at 09:21,October,4,Morning,Fall
CR000161,2023-10-18,2023,10,18,Wednesday,18:59,18,New York,New York - Neighborhood 6,Robbery,4,40.8068,-74.0612,59.0,Female,True,False,Closed,Police responded to robbery call,October,4,Evening,Fall
CR000162,2022-07-09,2022,7,9,Saturday,15:24,15,Los Angeles,Los Angeles - Neighborhood 5,Homicide,5,33.9509,-118.297,73.0,,True,False,Pending,Victim reported homicide,July,3,Afternoon,Summer
CR000163,2023-10-05,2023,10,5,Thursday,19:33,19,Los Angeles,Los Angeles - Neighborhood 4,Theft,2,34.1432,-118.2773,,Female,False,False,Closed,Victim reported theft,October,4,Evening,Fall
CR000164,2020-10-01,2020,10,1,Thursday,09:15,9,San Diego,San Diego - Neighborhood 5,Theft,2,32.6811,-117.2234,17.0,Female,False,False,Open,Suspect involved in theft incident,October,4,Morning,Fall
CR000165,2021-01-18,2021,1,18,Monday,09:28,9,Chicago,Chicago - Neighborhood 4,Assault,4,41.9039,-87.5569,,Unknown,False,False,Closed,Police responded to assault call,January,1,Morning,Winter
CR000166,2022-06-28,2022,6,28,Tuesday,13:05,13,Houston,Houston - Neighborhood 7,Drug Offense,2,29.7731,-95.3108,36.0,,True,True,Closed,Police responded to drug offense call,June,2,Afternoon,Summer
CR000167,2021-07-02,2021,7,2,Friday,18:52,18,Chicago,Chicago - Neighborhood 1,Vandalism,2,41.9782,-87.6216,27.0,Male,False,False,Pending,Suspect involved in vandalism incident,July,3,Evening,Summer
CR000168,2021-12-14,2021,12,14,Tuesday,19:05,19,New York,New York - Neighborhood 1,Burglary,3,40.6978,-73.9112,75.0,Unknown,False,False,Closed,Suspect involved in burglary incident,December,4,Evening,Winter
CR000169,2020-05-01,2020,5,1,Friday,15:34,15,Chicago,Chicago - Neighborhood 2,Fraud,2,41.8362,-87.6222,34.0,Unknown,False,False,Archived,Report of fraud at 15:34,May,2,Afternoon,Spring
CR000170,2021-07-21,2021,7,21,Wednesday,19:08,19,New York,New York - Neighborhood 7,Sexual Assault,5,40.7503,-74.0835,86.0,Male,True,False,Closed,Police responded to sexual assault call,July,3,Evening,Summer
CR000171,2020-07-09,2020,7,9,Thursday,10:47,10,Los Angeles,Los Angeles - Neighborhood 1,Robbery,4,34.0056,-118.1527,0.0,Unknown,False,False,Open,Victim reported robbery,July,3,Morning,Summer
CR000172,2022-05-29,2022,5,29,Sunday,19:31,19,San Antonio,San Antonio - Neighborhood 5,Assault,4,29.3737,-98.4243,62.0,Unknown,False,False,Pending,Report of assault at 19:31,May,2,Evening,Spring
CR000173,2020-11-19,2020,11,19,Thursday,12:00,12,Houston,Houston - Neighborhood 8,Theft,2,29.8584,-95.3844,38.0,,False,False,Archived,Report of theft at 12:00,November,4,Afternoon,Fall
CR000174,2023-09-22,2023,9,22,Friday,20:10,20,Houston,Houston - Neighborhood 5,Theft,2,29.6704,-95.3449,11.0,Male,False,False,Closed,Suspect involved in theft incident,September,3,Evening,Fall
CR000175,2020-01-20,2020,1,20,Monday,00:21,0,Chicago,Chicago - Neighborhood 5,Robbery,4,41.9434,-87.5324,,Unknown,False,False,Pending,Victim reported robbery,January,1,Late Night,Winter
CR000176,2020-09-29,2020,9,29,Tuesday,16:43,16,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,33.9786,-118.2339,27.0,Male,True,False,Archived,Police responded to theft call,September,3,Afternoon,Fall
CR000177,2020-10-13,2020,10,13,Tuesday,18:37,18,San Antonio,San Antonio - Neighborhood 1,Homicide,5,29.466,-98.5197,82.0,,False,False,Closed,Victim reported homicide,October,4,Evening,Fall
CR000178,2023-09-10,2023,9,10,Sunday,20:13,20,Philadelphia,Philadelphia - Neighborhood 6,Theft,2,39.9535,-75.1681,,Male,False,False,Closed,Suspect involved in theft incident,September,3,Evening,Fall
CR000179,2020-01-25,2020,1,25,Saturday,23:59,23,Chicago,Chicago - Neighborhood 5,Theft,2,41.8433,-87.6526,22.0,Male,False,False,Open,Report of theft at 23:59,January,1,Evening,Winter
CR000180,2022-03-26,2022,3,26,Saturday,13:40,13,New York,New York - Neighborhood 1,Sexual Assault,5,40.7525,-73.9566,68.0,Female,False,False,Open,Suspect involved in sexual assault incident,March,1,Afternoon,Spring
CR000181,2022-03-11,2022,3,11,Friday,15:48,15,Dallas,Dallas - Neighborhood 3,Vandalism,2,32.8469,-96.7638,30.0,,True,False,Open,Report of vandalism at 15:48,March,1,Afternoon,Spring
CR000182,2023-09-26,2023,9,26,Tuesday,17:47,17,Los Angeles,Los Angeles - Neighborhood 5,Theft,2,33.9851,-118.3375,44.0,Unknown,True,True,Closed,Suspect involved in theft incident,September,3,Afternoon,Fall
CR000183,2020-08-29,2020,8,29,Saturday,18:01,18,Phoenix,Phoenix - Neighborhood 7,Assault,4,33.417,-112.0841,80.0,,False,False,Closed,Report of assault at 18:01,August,3,Evening,Summer
CR000184,2020-11-18,2020,11,18,Wednesday,08:06,8,Chicago,Chicago - Neighborhood 5,Theft,2,41.9589,-87.5952,,Male,True,False,Closed,Victim reported theft,November,4,Morning,Fall
CR000185,2020-03-13,2020,3,13,Friday,14:58,14,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,34.0928,-118.2089,40.0,Male,True,False,Closed,Report of theft at 14:58,March,1,Afternoon,Spring
CR000186,2022-04-01,2022,4,1,Friday,03:29,3,New York,New York - Neighborhood 9,Arson,4,40.7832,-73.9553,47.0,Unknown,False,True,Pending,Suspect involved in arson incident,April,2,Late Night,Spring
CR000187,2021-02-04,2021,2,4,Thursday,17:34,17,Los Angeles,Los Angeles - Neighborhood 5,Arson,4,34.1021,-118.291,44.0,Unknown,True,False,Pending,Report of arson at 17:34,February,1,Afternoon,Winter
CR000188,2021-09-21,2021,9,21,Tuesday,05:33,5,Phoenix,Phoenix - Neighborhood 4,Vehicle Theft,3,33.5466,-112.086,,Male,False,False,Archived,Police responded to vehicle theft call,September,3,Late Night,Fall
CR000189,2020-06-22,2020,6,22,Monday,15:32,15,Houston,Houston - Neighborhood 6,Burglary,3,29.6867,-95.306,16.0,Female,True,False,Pending,Victim reported burglary,June,2,Afternoon,Summer
CR000190,2021-02-19,2021,2,19,Friday,05:49,5,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0669,-118.3089,68.0,Male,True,False,Closed,Victim reported theft,February,1,Late Night,Winter
CR000191,2023-11-06,2023,11,6,Monday,09:45,9,San Antonio,San Antonio - Neighborhood 1,Theft,2,29.4594,-98.5819,,Female,False,False,Closed,Victim reported theft,November,4,Morning,Fall
CR000192,2022-04-08,2022,4,8,Friday,19:35,19,New York,New York - Neighborhood 3,Theft,2,40.7596,-74.06,,,False,False,Pending,Suspect involved in theft incident,April,2,Evening,Spring
CR000193,2023-07-14,2023,7,14,Friday,21:05,21,New York,New York - Neighborhood 7,Assault,4,40.7265,-74.0582,,Female,False,True,Pending,Victim reported assault,July,3,Evening,Summer
CR000194,2023-03-21,2023,3,21,Tuesday,11:46,11,New York,New York - Neighborhood 8,Theft,2,40.689,-74.1041,23.0,Female,False,False,Pending,Suspect involved in theft incident,March,1,Morning,Spring
CR000195,2023-02-01,2023,2,1,Wednesday,13:05,13,Houston,Houston - Neighborhood 8,Burglary,3,29.716,-95.4426,80.0,Unknown,True,False,Pending,Victim reported burglary,February,1,Afternoon,Winter
CR000196,2023-03-04,2023,3,4,Saturday,13:24,13,Chicago,Chicago - Neighborhood 4,Assault,4,41.8341,-87.7248,35.0,,False,True,Archived,Victim reported assault,March,1,Afternoon,Spring
CR000197,2020-07-24,2020,7,24,Friday,08:15,8,Phoenix,Phoenix - Neighborhood 2,Arson,4,33.4033,-112.0067,28.0,Female,False,True,Closed,Suspect involved in arson incident,July,3,Morning,Summer
CR000198,2023-11-29,2023,11,29,Wednesday,10:37,10,New York,New York - Neighborhood 6,Fraud,2,40.6156,-73.9699,24.0,Female,False,False,Closed,Police responded to fraud call,November,4,Morning,Fall
CR000199,2021-03-24,2021,3,24,Wednesday,01:30,1,New York,New York - Neighborhood 1,Theft,2,40.6101,-73.9264,41.0,,True,False,Open,Suspect involved in theft incident,March,1,Late Night,Spring
CR000200,2020-05-28,2020,5,28,Thursday,10:42,10,Philadelphia,Philadelphia - Neighborhood 5,Vehicle Theft,3,39.9291,-75.2498,,Unknown,False,False,Archived,Victim reported vehicle theft,May,2,Morning,Spring
CR000201,2023-06-10,2023,6,10,Saturday,18:14,18,New York,New York - Neighborhood 9,Robbery,4,40.7431,-73.9471,22.0,Unknown,False,False,Archived,Report of robbery at 18:14,June,2,Evening,Summer
CR000202,2023-06-06,2023,6,6,Tuesday,07:36,7,New York,New York - Neighborhood 6,Sexual Assault,5,40.6308,-74.0108,40.0,,False,True,Pending,Victim reported sexual assault,June,2,Morning,Summer
CR000203,2023-11-20,2023,11,20,Monday,03:16,3,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.1074,-118.1959,21.0,Female,True,False,Pending,Police responded to theft call,November,4,Late Night,Fall
CR000204,2023-03-29,2023,3,29,Wednesday,16:43,16,New York,New York - Neighborhood 8,Fraud,2,40.6551,-74.0197,,Male,False,True,Open,Police responded to fraud call,March,1,Afternoon,Spring
CR000205,2020-07-09,2020,7,9,Thursday,09:39,9,New York,New York - Neighborhood 2,Vandalism,2,40.7886,-73.9691,55.0,,False,False,Open,Suspect involved in vandalism incident,July,3,Morning,Summer
CR000206,2023-01-11,2023,1,11,Wednesday,08:18,8,Los Angeles,Los Angeles - Neighborhood 5,Drug Offense,2,34.0095,-118.3208,6.0,Female,False,False,Open,Police responded to drug offense call,January,1,Morning,Winter
CR000207,2023-07-31,2023,7,31,Monday,08:05,8,New York,New York - Neighborhood 1,Theft,2,40.7047,-74.0869,33.0,,False,False,Closed,Victim reported theft,July,3,Morning,Summer
CR000208,2020-04-01,2020,4,1,Wednesday,08:29,8,San Antonio,San Antonio - Neighborhood 3,Theft,2,29.3727,-98.4226,12.0,,False,False,Closed,Police responded to theft call,April,2,Morning,Spring
CR000209,2020-05-04,2020,5,4,Monday,19:52,19,Dallas,Dallas - Neighborhood 10,Theft,2,32.7845,-96.7069,30.0,Male,False,False,Closed,Report of theft at 19:52,May,2,Evening,Spring
CR000210,2023-10-19,2023,10,19,Thursday,23:09,23,Chicago,Chicago - Neighborhood 5,Fraud,2,41.8041,-87.5786,24.0,,True,False,Closed,Police responded to fraud call,October,4,Evening,Fall
CR000211,2021-06-12,2021,6,12,Saturday,09:46,9,New York,New York - Neighborhood 3,Vehicle Theft,3,40.7928,-74.0966,35.0,Male,False,False,Pending,Police responded to vehicle theft call,June,2,Morning,Summer
CR000212,2023-04-19,2023,4,19,Wednesday,15:06,15,New York,New York - Neighborhood 3,Theft,2,40.795,-73.9975,44.0,Female,True,False,Closed,Police responded to theft call,April,2,Afternoon,Spring
CR000213,2023-06-20,2023,6,20,Tuesday,15:44,15,New York,New York - Neighborhood 5,Burglary,3,40.6903,-74.0308,,Female,False,False,Pending,Victim reported burglary,June,2,Afternoon,Summer
CR000214,2022-10-03,2022,10,3,Monday,19:43,19,Philadelphia,Philadelphia - Neighborhood 3,Assault,4,39.8696,-75.0962,41.0,Female,True,False,Closed,Suspect involved in assault incident,October,4,Evening,Fall
CR000215,2022-11-23,2022,11,23,Wednesday,19:52,19,Los Angeles,Los Angeles - Neighborhood 4,Drug Offense,2,33.9612,-118.1817,67.0,Male,True,False,Open,Report of drug offense at 19:52,November,4,Evening,Fall
CR000216,2022-01-08,2022,1,8,Saturday,17:17,17,New York,New York - Neighborhood 8,Theft,2,40.6837,-74.0172,30.0,Unknown,False,False,Closed,Victim reported theft,January,1,Afternoon,Winter
CR000217,2023-11-11,2023,11,11,Saturday,04:01,4,Los Angeles,Los Angeles - Neighborhood 3,Drug Offense,2,34.0273,-118.3074,82.0,Male,False,False,Closed,Report of drug offense at 04:01,November,4,Late Night,Fall
CR000218,2020-09-27,2020,9,27,Sunday,16:38,16,San Antonio,San Antonio - Neighborhood 6,Theft,2,29.4802,-98.5452,90.0,Female,False,False,Pending,Police responded to theft call,September,3,Afternoon,Fall
CR000219,2022-12-02,2022,12,2,Friday,19:25,19,New York,New York - Neighborhood 8,Assault,4,40.7269,-74.1085,71.0,Unknown,False,False,Closed,Report of assault at 19:25,December,4,Evening,Winter
CR000220,2023-08-04,2023,8,4,Friday,09:17,9,Chicago,Chicago - Neighborhood 3,Arson,4,41.8322,-87.5878,,Male,False,False,Pending,Police responded to arson call,August,3,Morning,Summer
CR000221,2023-09-04,2023,9,4,Monday,13:18,13,Houston,Houston - Neighborhood 3,Drug Offense,2,29.7119,-95.3863,73.0,Female,False,True,Pending,Police responded to drug offense call,September,3,Afternoon,Fall
CR000222,2021-09-06,2021,9,6,Monday,19:53,19,San Diego,San Diego - Neighborhood 6,Assault,4,32.7515,-117.1484,71.0,Male,True,False,Archived,Report of assault at 19:53,September,3,Evening,Fall
CR000223,2021-09-20,2021,9,20,Monday,11:56,11,New York,New York - Neighborhood 4,Drug Offense,2,40.6763,-74.0579,81.0,Unknown,True,False,Open,Report of drug offense at 11:56,September,3,Morning,Fall
CR000224,2022-04-26,2022,4,26,Tuesday,02:54,2,San Antonio,San Antonio - Neighborhood 4,Vandalism,2,29.3502,-98.3915,58.0,,False,False,Pending,Report of vandalism at 02:54,April,2,Late Night,Spring
CR000225,2020-04-28,2020,4,28,Tuesday,00:17,0,Chicago,Chicago - Neighborhood 2,Assault,4,41.8219,-87.5753,11.0,,False,False,Closed,Police responded to assault call,April,2,Late Night,Spring
CR000226,2020-03-18,2020,3,18,Wednesday,14:46,14,Los Angeles,Los Angeles - Neighborhood 4,Assault,4,34.0246,-118.3372,,Unknown,False,False,Pending,Victim reported assault,March,1,Afternoon,Spring
CR000227,2023-04-20,2023,4,20,Thursday,09:04,9,Los Angeles,Los Angeles - Neighborhood 1,Assault,4,34.1148,-118.2804,43.0,Unknown,True,False,Archived,Police responded to assault call,April,2,Morning,Spring
CR000228,2022-04-06,2022,4,6,Wednesday,01:14,1,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,34.0954,-118.3138,,Unknown,False,False,Pending,Victim reported theft,April,2,Late Night,Spring
CR000229,2020-04-08,2020,4,8,Wednesday,16:41,16,Philadelphia,Philadelphia - Neighborhood 5,Theft,2,40.0172,-75.2604,,Unknown,True,False,Open,Report of theft at 16:41,April,2,Afternoon,Spring
